id,team1Id,team2Id,matchDate,matchTime,category,scoreTeam1,scoreTeam2,status,game,round,venue,winner,createdOn,updatedOn
148,Taurus,Scorpio,2025-03-14,3:00 PM,Chess (Men),,,Scheduled,3,7,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
149,Virgo,Pisces,2025-03-14,3:00 PM,Chess (Men),,,Scheduled,4,7,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
150,Sagittarius,Libra,2025-03-14,3:00 PM,Chess (Women),,,Scheduled,1,7,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
151,Capricorn,Pisces,2025-03-14,3:00 PM,Chess (Women),,,Scheduled,2,7,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
152,Taurus,Virgo,2025-03-14,3:00 PM,Chess (Women),,,Scheduled,3,7,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
153,Scorpio,Leo,2025-03-14,3:00 PM,Chess (Women),,,Scheduled,4,7,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
154,Pisces,Sagittarius,2025-03-13,1:00 PM,Scrabble (Men),,,Scheduled,1,1,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
155,Scorpio,Virgo,2025-03-13,1:00 PM,Scrabble (Men),,,Scheduled,2,1,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
156,Capricorn,Taurus,2025-03-13,1:00 PM,Scrabble (Men),,,Scheduled,3,1,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
157,Leo,Libra,2025-03-13,1:00 PM,Scrabble (Men),,,Scheduled,4,1,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
158,Leo,Libra,2025-03-13,1:00 PM,Scrabble (Women),,,Scheduled,1,1,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
159,Virgo,Scorpio,2025-03-13,1:00 PM,Scrabble (Women),,,Scheduled,2,1,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
160,Pisces,Taurus,2025-03-13,1:00 PM,Scrabble (Women),,,Scheduled,3,1,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
161,Sagittarius,Capricorn,2025-03-13,1:00 PM,Scrabble (Women),,,Scheduled,4,1,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
162,Sagittarius,Libra,2025-03-13,2:00 PM,Scrabble (Men),,,Scheduled,1,2,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
163,Taurus,Leo,2025-03-13,2:00 PM,Scrabble (Men),,,Scheduled,2,2,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
164,Virgo,Capricorn,2025-03-13,2:00 PM,Scrabble (Men),,,Scheduled,3,2,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
165,Pisces,Scorpio,2025-03-13,2:00 PM,Scrabble (Men),,,Scheduled,4,2,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
166,Libra,Capricorn,2025-03-13,2:00 PM,Scrabble (Women),,,Scheduled,1,2,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
167,Taurus,Sagittarius,2025-03-13,2:00 PM,Scrabble (Women),,,Scheduled,2,2,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
168,Scorpio,Pisces,2025-03-13,2:00 PM,Scrabble (Women),,,Scheduled,3,2,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
169,Leo,Virgo,2025-03-13,2:00 PM,Scrabble (Women),,,Scheduled,4,2,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
170,Scorpio,Sagittarius,2025-03-13,3:00 PM,Scrabble (Men),,,Scheduled,1,3,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
171,Capricorn,Pisces,2025-03-13,3:00 PM,Scrabble (Men),,,Scheduled,2,3,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
172,Leo,Virgo,2025-03-13,3:00 PM,Scrabble (Men),,,Scheduled,3,3,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
173,Libra,Taurus,2025-03-13,3:00 PM,Scrabble (Men),,,Scheduled,4,3,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
174,Virgo,Libra,2025-03-13,3:00 PM,Scrabble (Women),,,Scheduled,1,3,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
175,Pisces,Leo,2025-03-13,3:00 PM,Scrabble (Women),,,Scheduled,2,3,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
176,Sagittarius,Scorpio,2025-03-13,3:00 PM,Scrabble (Women),,,Scheduled,3,3,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
177,Capricorn,Taurus,2025-03-13,3:00 PM,Scrabble (Women),,,Scheduled,4,3,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
178,Sagittarius,Taurus,2025-03-13,4:00 PM,Scrabble (Men),,,Scheduled,1,4,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
179,Virgo,Libra,2025-03-13,4:00 PM,Scrabble (Men),,,Scheduled,2,4,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
180,Pisces,Leo,2025-03-13,4:00 PM,Scrabble (Men),,,Scheduled,3,4,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
181,Scorpio,Capricorn,2025-03-13,4:00 PM,Scrabble (Men),,,Scheduled,4,4,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
182,Libra,Taurus,2025-03-13,4:00 PM,Scrabble (Women),,,Scheduled,1,4,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
183,Scorpio,Capricorn,2025-03-13,4:00 PM,Scrabble (Women),,,Scheduled,2,4,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
184,Leo,Sagittarius,2025-03-13,4:00 PM,Scrabble (Women),,,Scheduled,3,4,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
185,Virgo,Pisces,2025-03-13,4:00 PM,Scrabble (Women),,,Scheduled,4,4,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
186,Capricorn,Sagittarius,2025-03-14,1:00 PM,Scrabble (Men),,,Scheduled,1,5,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
187,Leo,Scorpio,2025-03-14,1:00 PM,Scrabble (Men),,,Scheduled,2,5,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
188,Libra,Pisces,2025-03-14,1:00 PM,Scrabble (Men),,,Scheduled,3,5,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
189,Taurus,Virgo,2025-03-14,1:00 PM,Scrabble (Men),,,Scheduled,4,5,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
190,Pisces,Libra,2025-03-14,1:00 PM,Scrabble (Women),,,Scheduled,1,5,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
191,Sagittarius,Virgo,2025-03-14,1:00 PM,Scrabble (Women),,,Scheduled,2,5,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
192,Capricorn,Leo,2025-03-14,1:00 PM,Scrabble (Women),,,Scheduled,3,5,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
193,Taurus,Scorpio,2025-03-14,1:00 PM,Scrabble (Women),,,Scheduled,4,5,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
194,Sagittarius,Virgo,2025-03-14,2:00 PM,Scrabble (Men),,,Scheduled,1,6,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
195,Pisces,Taurus,2025-03-14,2:00 PM,Scrabble (Men),,,Scheduled,2,6,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
196,Scorpio,Libra,2025-03-14,2:00 PM,Scrabble (Men),,,Scheduled,3,6,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
197,Capricorn,Leo,2025-03-14,2:00 PM,Scrabble (Men),,,Scheduled,4,6,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
198,Libra,Scorpio,2025-03-14,2:00 PM,Scrabble (Women),,,Scheduled,1,6,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
199,Leo,Taurus,2025-03-14,2:00 PM,Scrabble (Women),,,Scheduled,2,6,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
200,Virgo,Capricorn,2025-03-14,2:00 PM,Scrabble (Women),,,Scheduled,3,6,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
201,Pisces,Sagittarius,2025-03-14,2:00 PM,Scrabble (Women),,,Scheduled,4,6,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
202,Leo,Sagittarius,2025-03-14,3:00 PM,Scrabble (Men),,,Scheduled,1,7,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
203,Libra,Capricorn,2025-03-14,3:00 PM,Scrabble (Men),,,Scheduled,2,7,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
204,Taurus,Scorpio,2025-03-14,3:00 PM,Scrabble (Men),,,Scheduled,3,7,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
205,Virgo,Pisces,2025-03-14,3:00 PM,Scrabble (Men),,,Scheduled,4,7,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
206,Sagittarius,Libra,2025-03-14,3:00 PM,Scrabble (Women),,,Scheduled,1,7,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
207,Capricorn,Pisces,2025-03-14,3:00 PM,Scrabble (Women),,,Scheduled,2,7,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
208,Taurus,Virgo,2025-03-14,3:00 PM,Scrabble (Women),,,Scheduled,3,7,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
209,Scorpio,Leo,2025-03-14,3:00 PM,Scrabble (Women),,,Scheduled,4,7,ME ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
210,Leo,Scorpio,2025-03-12,3:00 PM,Basketball 3x3,31,21,Completed,1,1,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
211,TBD,TBD,2025-03-12,3:00 PM,Basketball 3x3,,,Scheduled,2,1,OPEN COURT 2,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
212,TBD,TBD,2025-03-12,3:20 PM,Basketball 3x3,,,Scheduled,3,1,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
213,TBD,TBD,2025-03-12,3:20 PM,Basketball 3x3,,,Scheduled,4,1,OPEN COURT 2,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
214,TBD,TBD,2025-03-12,3:40 PM,Basketball 3x3,,,Scheduled,5,1,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
215,TBD,TBD,2025-03-12,3:40 PM,Basketball 3x3,,,Scheduled,6,1,OPEN COURT 2,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
216,TBD,TBD,2025-03-12,4:00 PM,Basketball 3x3,,,Scheduled,7,1,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
217,TBD,TBD,2025-03-12,4:00 PM,Basketball 3x3,,,Scheduled,8,1,OPEN COURT 2,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
218,TBD,TBD,2025-03-12,4:20 PM,Basketball 3x3,,,Scheduled,9,1,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
219,TBD,TBD,2025-03-12,4:20 PM,Basketball 3x3,,,Scheduled,10,1,OPEN COURT 2,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
220,TBD,TBD,2025-03-12,4:40 PM,Basketball 5x5,,,Scheduled,11,1,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
221,TBD,TBD,2025-03-12,4:40 PM,Basketball 5x5,,,Scheduled,12,1,OPEN COURT 2,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
222,TBD,TBD,2025-03-13,3:00 PM,Basketball 5x5,,,Scheduled,SEMIS,TBD,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
223,TBD,TBD,2025-03-13,3:00 PM,Basketball 5x5,,,Scheduled,SEMIS,TBD,OPEN COURT 2,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
224,TBD,TBD,2025-03-13,3:30 PM,Basketball 5x5,,,Scheduled,FINALS,TBD,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
225,TBD,TBD,2025-03-12,2:30 PM,Basketball 5x5,,,Scheduled,1,1,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
226,TBD,TBD,2025-03-12,2:30 PM,Basketball 5x5,,,Scheduled,2,1,OPEN COURT 2,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
227,TBD,TBD,2025-03-12,4:00 PM,Basketball 5x5,,,Scheduled,3,1,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
228,TBD,TBD,2025-03-12,4:00 PM,Basketball 5x5,,,Scheduled,4,1,OPEN COURT 2,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
229,TBD,TBD,2025-03-13,7:00 AM,Basketball 5x5,,,Scheduled,5,1,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
230,TBD,TBD,2025-03-13,7:00 AM,Basketball 5x5,,,Scheduled,6,1,OPEN COURT 2,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
231,TBD,TBD,2025-03-13,8:30 AM,Basketball 5x5,,,Scheduled,7,1,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
232,TBD,TBD,2025-03-13,8:30 AM,Basketball 5x5,,,Scheduled,8,1,OPEN COURT 2,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
233,TBD,TBD,2025-03-13,2:30 PM,Basketball 5x5,,,Scheduled,9,1,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
234,TBD,TBD,2025-03-13,4:00 PM,Basketball 5x5,,,Scheduled,10,1,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
235,TBD,TBD,2025-03-14,7:00 AM,Basketball 5x5,,,Scheduled,11,1,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
236,TBD,TBD,2025-03-14,8:30 AM,Basketball 5x5,,,Scheduled,SEMIS,TBD,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
237,TBD,TBD,2025-03-14,2:30 PM,Basketball 5x5,,,Scheduled,SEMIS,TBD,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
238,TBD,TBD,2025-03-15,7:00 AM,Basketball 5x5,,,Scheduled,FINALS,TBD,OPEN COURT 1,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
239,Virgo,Leo,2025-03-12,12:00 PM,Valorant,1,2,Completed,1,1,CASE ROOM,team2,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
240,Libra,Scorpio,2025-03-12,2:00 PM,Valorant,0,2,Completed,2,1,CASE ROOM,team2,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
241,Taurus,Capricorn,2025-03-12,4:00 PM,Valorant,2,1,Completed,3,1,CASE ROOM,team1,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
242,Sagittarius,Pisces,2025-03-12,6:00 PM,Valorant,,,Scheduled,4,1,CASE ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
243,TBD,TBD,2025-03-12,8:00 PM,Valorant,,,Scheduled,5,1,CASE ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
244,TBD,TBD,2025-03-13,7:00 AM,Valorant,,,Scheduled,6,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
245,TBD,TBD,2025-03-13,9:00 AM,Valorant,,,Scheduled,7,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
246,TBD,TBD,2025-03-13,11:00 AM,Valorant,,,Scheduled,8,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
247,TBD,TBD,2025-03-13,1:00 PM,Valorant,,,Scheduled,9,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
248,TBD,TBD,2025-03-13,4:00 PM,Valorant,,,Scheduled,10,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
249,TBD,TBD,2025-03-14,7:00 AM,Valorant,,,Scheduled,11,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
250,TBD,TBD,2025-03-14,9:00 AM,Valorant,,,Scheduled,12,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
251,TBD,TBD,2025-03-14,11:00 AM,Valorant,,,Scheduled,13,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
252,TBD,TBD,2025-03-14,1:00 PM,Valorant,,,Scheduled,14,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
253,TBD,TBD,2025-03-14,1:00 PM,Valorant,,,Scheduled,15,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
254,Virgo,Capricorn,2025-03-12,12:00 PM,Marvel Rivals,,,Scheduled,1,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
255,Scorpio,Libra,2025-03-12,2:00 PM,Marvel Rivals,,,Scheduled,2,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
256,Pisces,Leo,2025-03-12,4:00 PM,Marvel Rivals,,,Scheduled,3,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
257,Sagittarius,Taurus,2025-03-12,6:00 PM,Marvel Rivals,,,Scheduled,4,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
258,TBD,TBD,2025-03-12,8:00 PM,Marvel Rivals,,,Scheduled,5,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
259,TBD,TBD,2025-03-13,7:00 AM,Marvel Rivals,,,Scheduled,6,1,CASE ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
260,TBD,TBD,2025-03-13,9:00 AM,Marvel Rivals,,,Scheduled,7,1,CASE ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
261,TBD,TBD,2025-03-13,11:00 AM,Marvel Rivals,,,Scheduled,8,1,CASE ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
262,TBD,TBD,2025-03-13,1:00 PM,Marvel Rivals,,,Scheduled,9,1,CASE ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
263,TBD,TBD,2025-03-13,4:00 PM,Marvel Rivals,,,Scheduled,10,1,CASE ROOM,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
264,TBD,TBD,2025-03-14,7:00 AM,Marvel Rivals,,,Scheduled,11,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
265,TBD,TBD,2025-03-14,9:00 AM,Marvel Rivals,,,Scheduled,12,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
266,TBD,TBD,2025-03-14,11:00 AM,Marvel Rivals,,,Scheduled,13,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
267,TBD,TBD,2025-03-14,1:00 PM,Marvel Rivals,,,Scheduled,14,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
268,TBD,TBD,2025-03-14,1:00 PM,Marvel Rivals,,,Scheduled,15,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
269,Scorpio,Sagittarius,2025-03-12,12:00 PM,MLBB,2,1,Completed,1,1,WILDCATS INNOVATION LAB,team1,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
270,Libra,Virgo,2025-03-12,2:00 PM,MLBB,2,0,Completed,2,1,WILDCATS INNOVATION LAB,team1,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
271,Pisces,Leo,2025-03-12,4:00 PM,MLBB,0,2,Completed,3,1,WILDCATS INNOVATION LAB,team2,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
272,Capricorn,Taurus,2025-03-12,6:00 PM,MLBB,,6,Scheduled,4,1,WILDCATS INNOVATION LAB,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
273,TBD,TBD,2025-03-12,8:00 PM,MLBB,,,Scheduled,5,1,WILDCATS INNOVATION LAB,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
274,TBD,TBD,2025-03-13,7:00 AM,MLBB,,,Scheduled,6,1,WILDCATS INNOVATION LAB,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
275,TBD,TBD,2025-03-13,9:00 AM,MLBB,,,Scheduled,7,1,WILDCATS INNOVATION LAB,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
276,TBD,TBD,2025-03-13,11:00 AM,MLBB,,,Scheduled,8,1,WILDCATS INNOVATION LAB,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
277,TBD,TBD,2025-03-13,1:00 PM,MLBB,,,Scheduled,9,1,WILDCATS INNOVATION LAB,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
278,TBD,TBD,2025-03-13,4:00 PM,MLBB,,,Scheduled,10,1,WILDCATS INNOVATION LAB,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
279,TBD,TBD,2025-03-14,7:00 AM,MLBB,,,Scheduled,11,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
280,TBD,TBD,2025-03-14,9:00 AM,MLBB,,,Scheduled,12,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
281,TBD,TBD,2025-03-14,11:00 AM,MLBB,,,Scheduled,13,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
282,TBD,TBD,2025-03-14,1:00 PM,MLBB,,,Scheduled,14,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
283,TBD,TBD,2025-03-14,1:00 PM,MLBB,,,Scheduled,15,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
284,Libra,Scorpio,2025-03-12,12:00 PM,DOTA 2,,,Scheduled,1,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
285,Sagittarius,Taurus,2025-03-12,2:00 PM,DOTA 2,,,Scheduled,2,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
286,Leo,Virgo,2025-03-12,4:00 PM,DOTA 2,,,Scheduled,3,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
287,Pisces,Capricorn,2025-03-12,6:00 PM,DOTA 2,,,Scheduled,4,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
288,TBD,TBD,2025-03-12,8:00 PM,DOTA 2,,,Scheduled,5,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
289,TBD,TBD,2025-03-13,7:00 AM,DOTA 2,,,Scheduled,6,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
290,TBD,TBD,2025-03-13,9:00 AM,DOTA 2,,,Scheduled,7,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
291,TBD,TBD,2025-03-13,11:00 AM,DOTA 2,,,Scheduled,8,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
292,TBD,TBD,2025-03-13,1:00 PM,DOTA 2,,,Scheduled,9,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
293,TBD,TBD,2025-03-13,4:00 PM,DOTA 2,,,Scheduled,10,1,ONLINE,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
294,TBD,TBD,2025-03-14,7:00 AM,DOTA 2,,,Scheduled,11,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
295,TBD,TBD,2025-03-14,9:00 AM,DOTA 2,,,Scheduled,12,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
296,TBD,TBD,2025-03-14,12:30 PM,DOTA 2,,,Scheduled,13,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
297,TBD,TBD,2025-03-14,3:00 PM,DOTA 2,,,Scheduled,14,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
298,TBD,TBD,2025-03-14,3:00 PM,DOTA 2,,,Scheduled,15,1,TBD,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
299,Libra,Capricorn,2025-03-12,12:00 PM,Tekken 8,6,1,Completed,1,1,NGE COMPUTER LABORATORY,team1,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
300,Taurus,Sagittarius,2025-03-12,12:40 PM,Tekken 8,6,2,Completed,2,1,NGE COMPUTER LABORATORY,team1,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
301,Virgo,Leo,2025-03-12,1:20 PM,Tekken 8,5,6,Completed,3,1,NGE COMPUTER LABORATORY,team2,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
302,Scorpio,Pisces,2025-03-12,2:00 PM,Tekken 8,0,6,Completed,4,1,NGE COMPUTER LABORATORY,team2,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
303,Capricorn,Sagittarius,2025-03-12,2:40 PM,Tekken 8,2,6,Completed,5,1,NGE COMPUTER LABORATORY,team2,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
304,TBD,TBD,2025-03-13,3:20 PM,Tekken 8,,,Scheduled,6,1,NGE COMPUTER LABORATORY,,2025-03-12T12:34:56.789Z,2025-03-12T12:34:56.789Z
